persona_idno,documento_idno,rol_evento
mx-sv-per-005354,mx-sv-doc-002272,dueño del esclavizado
mx-sv-per-005353,mx-sv-doc-002272,Apoderado
mx-sv-per-005363,mx-sv-doc-002273,Testigo
mx-sv-per-005364,mx-sv-doc-002273,Testigo
mx-sv-per-005365,mx-sv-doc-002273,Testigo
mx-sv-per-005361,mx-sv-doc-002273,Dueño
mx-sv-per-005360,mx-sv-doc-002273,Deudor
mx-sv-per-004697,mx-sv-doc-002031,Vendedor
mx-sv-per-004697,mx-sv-doc-002031,Albacea Testamentario
mx-sv-per-004697,mx-sv-doc-002031,Tenedor De Bienes
mx-sv-per-004699,mx-sv-doc-002031,Propietario (Difunto)
mx-sv-per-004700,mx-sv-doc-002031,Tutora Y Curadora
mx-sv-per-004700,mx-sv-doc-002031,Albacea
mx-sv-per-004693,mx-sv-doc-002031,comprador
mx-sv-per-004702,mx-sv-doc-002032,Vendedor Y Propietario
mx-sv-per-004703,mx-sv-doc-002032,comprador
mx-sv-per-004704,mx-sv-doc-002032,Antiguo Propietario
mx-sv-per-004707,mx-sv-doc-002033,comprador
mx-sv-per-004706,mx-sv-doc-002033,Vendedor Y Propietario
mx-sv-per-004708,mx-sv-doc-002033,Otorgante De Dote
mx-sv-per-004709,mx-sv-doc-002033,Propietaria (Difunta)
mx-sv-per-004702,mx-sv-doc-002034,Vendedor Y Propietario
mx-sv-per-004711,mx-sv-doc-002034,comprador
mx-sv-per-004702,mx-sv-doc-002035,Vendedor Y Propietario
mx-sv-per-004713,mx-sv-doc-002035,comprador
mx-sv-per-004702,mx-sv-doc-002036,Vendedor Y Propietario
mx-sv-per-004711,mx-sv-doc-002036,comprador
mx-sv-per-005208,mx-sv-doc-002246,comprador
mx-sv-per-005210,mx-sv-doc-002246,Apoderado
mx-sv-per-005211,mx-sv-doc-002246,Propietario
mx-sv-per-005209,mx-sv-doc-002246,Propietario
mx-sv-per-005371,mx-sv-doc-002274,Testigo
mx-sv-per-005372,mx-sv-doc-002274,Testigo
mx-sv-per-005370,mx-sv-doc-002274,Testigo
mx-sv-per-005369,mx-sv-doc-002274,comprador
mx-sv-per-005368,mx-sv-doc-002274,Antiguo Propietario
mx-sv-per-005367,mx-sv-doc-002274,intermediario
mx-sv-per-005289,mx-sv-doc-002260,Testigo
mx-sv-per-005290,mx-sv-doc-002260,Testigo
mx-sv-per-005291,mx-sv-doc-002260,Testigo
mx-sv-per-005292,mx-sv-doc-002260,Testigo
mx-sv-per-005288,mx-sv-doc-002260,Vendedor (Con Poder)
mx-sv-per-005287,mx-sv-doc-002260,Otorgante Del Poder
mx-sv-per-005297,mx-sv-doc-002261,Testigo
mx-sv-per-005298,mx-sv-doc-002261,Testigo
mx-sv-per-005299,mx-sv-doc-002261,Testigo
mx-sv-per-005296,mx-sv-doc-002261,comprador
mx-sv-per-005295,mx-sv-doc-002261,Propietario
mx-sv-per-005294,mx-sv-doc-002261,Vendedor (Con Poder)
mx-sv-per-005056,mx-sv-doc-002223,Testigo
mx-sv-per-005057,mx-sv-doc-002223,Testigo
mx-sv-per-005058,mx-sv-doc-002223,Testigo
mx-sv-per-005054,mx-sv-doc-002223,Propietario
mx-sv-per-005053,mx-sv-doc-002223,Vendedor
mx-sv-per-005052,mx-sv-doc-002223,comprador
mx-sv-per-005312,mx-sv-doc-002262,Testigo
mx-sv-per-005310,mx-sv-doc-002262,Testigo
mx-sv-per-005311,mx-sv-doc-002262,Testigo
mx-sv-per-005016,mx-sv-doc-002218,Testigo
mx-sv-per-005017,mx-sv-doc-002218,Testigo
mx-sv-per-005018,mx-sv-doc-002218,Testigo
mx-sv-per-005015,mx-sv-doc-002218,Escribano
mx-sv-per-005014,mx-sv-doc-002218,Antiguo Propietario
mx-sv-per-005013,mx-sv-doc-002218,comprador
mx-sv-per-005012,mx-sv-doc-002218,Vendedor
mx-sv-per-005025,mx-sv-doc-002219,Testigo
mx-sv-per-005026,mx-sv-doc-002219,Testigo
mx-sv-per-005027,mx-sv-doc-002219,Testigo
mx-sv-per-005024,mx-sv-doc-002219,otorgante
mx-sv-per-005023,mx-sv-doc-002219,Apoderado
mx-sv-per-005022,mx-sv-doc-002219,Apoderado
mx-sv-per-005021,mx-sv-doc-002219,Dueña
mx-sv-per-005019,mx-sv-doc-002219,Otorgante Del Poder
mx-sv-per-004874,mx-sv-doc-002168,Testigo
mx-sv-per-004875,mx-sv-doc-002168,Testigo
mx-sv-per-004876,mx-sv-doc-002168,Testigo
mx-sv-per-004871,mx-sv-doc-002168,Otorgante Del Poder
mx-sv-per-004872,mx-sv-doc-002168,Receptor Del Poder
mx-sv-per-004873,mx-sv-doc-002168,Vendedor
mx-sv-per-004880,mx-sv-doc-002169,Otorgante Del Dote
mx-sv-per-004881,mx-sv-doc-002169,Recipiente Del Dote
mx-sv-per-004884,mx-sv-doc-002169,Testigo
mx-sv-per-004885,mx-sv-doc-002169,Testigo
mx-sv-per-004886,mx-sv-doc-002169,Testigo
mx-sv-per-004887,mx-sv-doc-002169,Escribano
mx-sv-per-004893,mx-sv-doc-002170,Testigo
mx-sv-per-004894,mx-sv-doc-002170,Testigo
mx-sv-per-004895,mx-sv-doc-002170,Testigo
mx-sv-per-004892,mx-sv-doc-002170,Antiguo Propietario
mx-sv-per-004891,mx-sv-doc-002170,Vendedor
mx-sv-per-004890,mx-sv-doc-002170,comprador
mx-sv-per-005029,mx-sv-doc-002220,otorgante
mx-sv-per-005030,mx-sv-doc-002220,Apoderado
mx-sv-per-005031,mx-sv-doc-002220,Apoderado
mx-sv-per-005032,mx-sv-doc-002220,Deudor
mx-sv-per-005033,mx-sv-doc-002220,Vendedor
mx-sv-per-005034,mx-sv-doc-002220,Testigo
mx-sv-per-005035,mx-sv-doc-002220,Testigo
mx-sv-per-005036,mx-sv-doc-002220,Testigo
mx-sv-per-004935,mx-sv-doc-002207,Vendedor
mx-sv-per-004936,mx-sv-doc-002207,comprador
mx-sv-per-004937,mx-sv-doc-002207,Testigo
mx-sv-per-004938,mx-sv-doc-002207,Testigo
mx-sv-per-004939,mx-sv-doc-002207,Testigo
mx-sv-per-004937,mx-sv-doc-002207,Antiguo Propietario
mx-sv-per-004940,mx-sv-doc-002208,Administrador De Los Bienes
mx-sv-per-004941,mx-sv-doc-002208,intermediario
mx-sv-per-004944,mx-sv-doc-002208,Testigo
mx-sv-per-004945,mx-sv-doc-002208,Testigo
mx-sv-per-004946,mx-sv-doc-002208,Testigo
mx-sv-per-004943,mx-sv-doc-002208,Testigo
mx-sv-per-004960,mx-sv-doc-002209,Testigo
mx-sv-per-004961,mx-sv-doc-002209,Testigo
mx-sv-per-004962,mx-sv-doc-002209,Testigo
mx-sv-per-004950,mx-sv-doc-002209,intermediario
mx-sv-per-004952,mx-sv-doc-002209,Heredero
mx-sv-per-004951,mx-sv-doc-002209,Heredero
mx-sv-per-004953,mx-sv-doc-002209,Testador
mx-sv-per-004957,mx-sv-doc-002209,intermediario
mx-sv-per-004956,mx-sv-doc-002209,intermediario
mx-sv-per-004958,mx-sv-doc-002209,otorgante
mx-sv-per-004959,mx-sv-doc-002209,intermediario
mx-sv-per-004702,mx-sv-doc-002210,Vendedor Y Propietario
mx-sv-per-004713,mx-sv-doc-002210,comprador
mx-sv-per-004965,mx-sv-doc-002211,Vendedor Y Propietario
mx-sv-per-004702,mx-sv-doc-002211,comprador
mx-sv-per-004967,mx-sv-doc-002212,Vendedor Y Propietario
mx-sv-per-004968,mx-sv-doc-002212,comprador
mx-sv-per-004973,mx-sv-doc-002212,Antiguo Propietario
mx-sv-per-004979,mx-sv-doc-002212,Antiguo Propietario (Difunto)
mx-sv-per-004976,mx-sv-doc-002213,Testigo
mx-sv-per-004977,mx-sv-doc-002213,Testigo
mx-sv-per-004978,mx-sv-doc-002213,Testigo
mx-sv-per-004975,mx-sv-doc-002213,Vendedor
mx-sv-per-004971,mx-sv-doc-002213,comprador
mx-sv-per-004969,mx-sv-doc-002213,otorgante
mx-sv-per-004972,mx-sv-doc-002213,Recipiente De La Donación
mx-sv-per-004987,mx-sv-doc-002214,Testigo
mx-sv-per-004988,mx-sv-doc-002214,Testigo
mx-sv-per-004989,mx-sv-doc-002214,Testigo
mx-sv-per-004985,mx-sv-doc-002214,otorgante
mx-sv-per-004984,mx-sv-doc-002214,Recipiente De La Donación
mx-sv-per-004982,mx-sv-doc-002214,Apoderado
mx-sv-per-004982,mx-sv-doc-002214,Apoderado
mx-sv-per-004981,mx-sv-doc-002214,otorgante
mx-sv-per-004994,mx-sv-doc-002215,Testigo
mx-sv-per-004995,mx-sv-doc-002215,Testigo
mx-sv-per-004996,mx-sv-doc-002215,Testigo
mx-sv-per-004993,mx-sv-doc-002215,dueño anterior
mx-sv-per-004992,mx-sv-doc-002215,comprador
mx-sv-per-004991,mx-sv-doc-002215,Vendedor
mx-sv-per-005001,mx-sv-doc-002216,Testigo
mx-sv-per-005002,mx-sv-doc-002216,Testigo
mx-sv-per-005003,mx-sv-doc-002216,Testigo
mx-sv-per-005000,mx-sv-doc-002216,Antiguo Propietario
mx-sv-per-004999,mx-sv-doc-002216,Apoderado
mx-sv-per-004998,mx-sv-doc-002216,Otorgante Del Poder
mx-sv-per-005008,mx-sv-doc-002217,Testigo
mx-sv-per-005009,mx-sv-doc-002217,Testigo
mx-sv-per-005010,mx-sv-doc-002217,Testigo
mx-sv-per-005005,mx-sv-doc-002217,otorgante
mx-sv-per-005006,mx-sv-doc-002217,Recipiente De La Donación
mx-sv-per-005125,mx-sv-doc-002233,comprador
mx-sv-per-005124,mx-sv-doc-002233,Vendedor
mx-sv-per-005129,mx-sv-doc-002234,Testigo
mx-sv-per-005130,mx-sv-doc-002234,Testigo
mx-sv-per-005131,mx-sv-doc-002234,Testigo
mx-sv-per-005128,mx-sv-doc-002234,comprador
mx-sv-per-005127,mx-sv-doc-002234,Vendedor
mx-sv-per-005136,mx-sv-doc-002235,Testigo
mx-sv-per-005134,mx-sv-doc-002235,Testigo
mx-sv-per-005135,mx-sv-doc-002235,Testigo
mx-sv-per-005132,mx-sv-doc-002235,Deudor
mx-sv-per-005133,mx-sv-doc-002235,Vendedor
mx-sv-per-005144,mx-sv-doc-002236,comprador
mx-sv-per-005140,mx-sv-doc-002236,Vendedora
mx-sv-per-005148,mx-sv-doc-002237,Testigo
mx-sv-per-005149,mx-sv-doc-002237,Testigo
mx-sv-per-005150,mx-sv-doc-002237,Testigo
mx-sv-per-005147,mx-sv-doc-002237,comprador
mx-sv-per-005146,mx-sv-doc-002237,Vendedor
mx-sv-per-005156,mx-sv-doc-002238,Testigo
mx-sv-per-005157,mx-sv-doc-002238,Testigo
mx-sv-per-005158,mx-sv-doc-002238,Testigo
mx-sv-per-005155,mx-sv-doc-002238,comprador
mx-sv-per-005154,mx-sv-doc-002238,Antiguo Propietario (Difunto)
mx-sv-per-005152,mx-sv-doc-002238,Vendedor
mx-sv-per-005152,mx-sv-doc-002238,Albacea
mx-sv-per-005162,mx-sv-doc-002239,Testigo
mx-sv-per-005163,mx-sv-doc-002239,Testigo
mx-sv-per-005164,mx-sv-doc-002239,Testigo
mx-sv-per-005161,mx-sv-doc-002239,Vendedor
mx-sv-per-005160,mx-sv-doc-002239,comprador
mx-sv-per-005166,mx-sv-doc-002240,Vendedor
mx-sv-per-005167,mx-sv-doc-002240,Tutora Y Curadora
mx-sv-per-005168,mx-sv-doc-002240,Dotado
mx-sv-per-005169,mx-sv-doc-002240,Testigo
mx-sv-per-005170,mx-sv-doc-002240,Testigo
mx-sv-per-005171,mx-sv-doc-002240,Testigo
mx-sv-per-005176,mx-sv-doc-002241,Testigo
mx-sv-per-005177,mx-sv-doc-002241,Testigo
mx-sv-per-005178,mx-sv-doc-002241,Testigo
mx-sv-per-005175,mx-sv-doc-002241,comprador
mx-sv-per-005174,mx-sv-doc-002241,Vendedor
mx-sv-per-005184,mx-sv-doc-002242,Testigo
mx-sv-per-005185,mx-sv-doc-002242,Testigo
mx-sv-per-005183,mx-sv-doc-002242,Testigo
mx-sv-per-005182,mx-sv-doc-002242,Vendedor
mx-sv-per-005181,mx-sv-doc-002242,comprador
mx-sv-per-005180,mx-sv-doc-002242,Vendedor
mx-sv-per-005186,mx-sv-doc-002243,Vendedor
mx-sv-per-005188,mx-sv-doc-002243,Antiguo Propietario
mx-sv-per-005189,mx-sv-doc-002243,comprador
mx-sv-per-005194,mx-sv-doc-002244,Vendedor
mx-sv-per-005195,mx-sv-doc-002244,Vendedor
mx-sv-per-005196,mx-sv-doc-002244,comprador
mx-sv-per-005197,mx-sv-doc-002244,Testigo
mx-sv-per-005198,mx-sv-doc-002244,Testigo
mx-sv-per-005199,mx-sv-doc-002244,Testigo
mx-sv-per-004702,mx-sv-doc-002247,Vendedor Y Propietario
mx-sv-per-005216,mx-sv-doc-002247,comprador
mx-sv-per-006690,mx-sv-doc-002247,Antiguo Propietario
mx-sv-per-005220,mx-sv-doc-002248,Testigo
mx-sv-per-005221,mx-sv-doc-002248,Testigo
mx-sv-per-005222,mx-sv-doc-002248,Testigo
mx-sv-per-005219,mx-sv-doc-002248,Apoderado
mx-sv-per-005218,mx-sv-doc-002248,Antiguo Propietario
mx-sv-per-005217,mx-sv-doc-002248,comprador
mx-sv-per-005227,mx-sv-doc-002249,Testigo
mx-sv-per-005228,mx-sv-doc-002249,Testigo
mx-sv-per-005229,mx-sv-doc-002249,Testigo
mx-sv-per-005226,mx-sv-doc-002249,comprador
mx-sv-per-005225,mx-sv-doc-002249,Antiguo Propietario
mx-sv-per-005224,mx-sv-doc-002249,Apoderado
mx-sv-per-004702,mx-sv-doc-002250,Vendedor Y Propietario
mx-sv-per-005231,mx-sv-doc-002250,comprador
mx-sv-per-005233,mx-sv-doc-002251,Vendedor (Con Poder)
mx-sv-per-005234,mx-sv-doc-002251,comprador
mx-sv-per-005235,mx-sv-doc-002251,Propietario
mx-sv-per-005237,mx-sv-doc-002252,Albacea
mx-sv-per-005238,mx-sv-doc-002252,Antiguo Propietario (Difunto)
mx-sv-per-005239,mx-sv-doc-002252,Antiguo Propietario (Difunto)
mx-sv-per-005242,mx-sv-doc-002252,intermediario
mx-sv-per-005243,mx-sv-doc-002252,Heredero
mx-sv-per-005244,mx-sv-doc-002252,Heredero
mx-sv-per-005247,mx-sv-doc-002253,Albacea
mx-sv-per-005249,mx-sv-doc-002253,Antiguo Propietario (Difunto)
mx-sv-per-005250,mx-sv-doc-002253,Apoderado
mx-sv-per-005254,mx-sv-doc-002254,Antiguo Propietario (Difunto)
mx-sv-per-005255,mx-sv-doc-002254,Antiguo Propietario (Difunto)
mx-sv-per-005261,mx-sv-doc-002255,Antiguo Propietario (Difunto)
mx-sv-per-005262,mx-sv-doc-002255,Antiguo Propietario (Difunto)
mx-sv-per-005260,mx-sv-doc-002255,Albacea
mx-sv-per-005258,mx-sv-doc-002255,comprador
mx-sv-per-005265,mx-sv-doc-002256,Otorgante De Dote
mx-sv-per-005266,mx-sv-doc-002256,Recipiente Del Dote
mx-sv-per-005267,mx-sv-doc-002256,Antiguo Propietario
mx-sv-per-005269,mx-sv-doc-002257,Vendedor
mx-sv-per-005270,mx-sv-doc-002257,Antiguo Propietario
mx-sv-per-005271,mx-sv-doc-002257,comprador
mx-sv-per-005272,mx-sv-doc-002257,Testigo
mx-sv-per-005273,mx-sv-doc-002257,Testigo
mx-sv-per-005274,mx-sv-doc-002257,Testigo
mx-sv-per-005276,mx-sv-doc-002258,Otorgante Del Poder
mx-sv-per-005276,mx-sv-doc-002258,Propietario
mx-sv-per-005277,mx-sv-doc-002258,Vendedor (Con Poder)
mx-sv-per-005278,mx-sv-doc-002258,Receptor Del Poder
mx-sv-per-005280,mx-sv-doc-002258,Testigo
mx-sv-per-005281,mx-sv-doc-002258,Testigo
mx-sv-per-005279,mx-sv-doc-002258,Testigo
mx-sv-per-005282,mx-sv-doc-002259,Vendedor
mx-sv-per-005285,mx-sv-doc-002259,comprador
mx-sv-per-005284,mx-sv-doc-002259,Antiguo Propietario
mx-sv-per-004702,mx-sv-doc-002265,Vendedor Y Propietario
mx-sv-per-005329,mx-sv-doc-002265,comprador
mx-sv-per-005330,mx-sv-doc-002265,Hipotecante
mx-sv-per-005331,mx-sv-doc-002265,Notificador
mx-sv-per-004702,mx-sv-doc-002266,Vendedor Y Propietario
mx-sv-per-005333,mx-sv-doc-002266,comprador
mx-sv-per-005216,mx-sv-doc-002266,Receptor De Pago
mx-sv-per-005335,mx-sv-doc-002267,Vendedor Y Propietario
mx-sv-per-005336,mx-sv-doc-002267,comprador
mx-sv-per-005342,mx-sv-doc-002268,Apoderado
mx-sv-per-005344,mx-sv-doc-002268,Dueño
mx-sv-per-005345,mx-sv-doc-002268,comprador
mx-sv-per-005346,mx-sv-doc-002268,Testigo
mx-sv-per-005347,mx-sv-doc-002268,Testigo
mx-sv-per-005348,mx-sv-doc-002268,Testigo
mx-sv-per-005339,mx-sv-doc-002269,Vendedor Y Propietario
mx-sv-per-005340,mx-sv-doc-002269,comprador
mx-sv-per-005501,mx-sv-doc-002294,comprador
mx-sv-per-005502,mx-sv-doc-002294,Vendedor
mx-sv-per-005504,mx-sv-doc-002294,Testigo
mx-sv-per-005505,mx-sv-doc-002294,Testigo
mx-sv-per-005506,mx-sv-doc-002294,Testigo
mx-sv-per-004702,mx-sv-doc-002270,Vendedor Y Propietario
mx-sv-per-005343,mx-sv-doc-002270,comprador
mx-sv-per-005350,mx-sv-doc-002271,Vendedor Y Propietario
mx-sv-per-005351,mx-sv-doc-002271,comprador
mx-sv-per-005411,mx-sv-doc-002280,Testigo
mx-sv-per-005412,mx-sv-doc-002280,Testigo
mx-sv-per-005413,mx-sv-doc-002280,Testigo
mx-sv-per-005414,mx-sv-doc-002280,comprador
mx-sv-per-005409,mx-sv-doc-002280,Otorgante Del Poder
mx-sv-per-005410,mx-sv-doc-002280,Apoderado
mx-sv-per-005420,mx-sv-doc-002281,Testigo
mx-sv-per-005421,mx-sv-doc-002281,Testigo
mx-sv-per-005422,mx-sv-doc-002281,Testigo
mx-sv-per-005418,mx-sv-doc-002281,Vendedor (Con Poder)
mx-sv-per-005417,mx-sv-doc-002281,Apoderado
mx-sv-per-005416,mx-sv-doc-002281,Otorgante Del Poder
mx-sv-per-005424,mx-sv-doc-002282,Vendedor
mx-sv-per-005425,mx-sv-doc-002282,comprador
mx-sv-per-005426,mx-sv-doc-002282,Testigo
mx-sv-per-005427,mx-sv-doc-002282,Testigo
mx-sv-per-005428,mx-sv-doc-002282,Testigo
mx-sv-per-005433,mx-sv-doc-002283,Testigo
mx-sv-per-005434,mx-sv-doc-002283,Testigo
mx-sv-per-005435,mx-sv-doc-002283,Testigo
mx-sv-per-005432,mx-sv-doc-002283,Antiguo Propietario
mx-sv-per-005432,mx-sv-doc-002283,Dotado
mx-sv-per-005431,mx-sv-doc-002283,Dotado
mx-sv-per-005430,mx-sv-doc-002283,Vendedor
mx-sv-per-005437,mx-sv-doc-002284,Vendedor
mx-sv-per-005438,mx-sv-doc-002284,comprador
mx-sv-per-005439,mx-sv-doc-002284,Antiguo Propietario
mx-sv-per-005440,mx-sv-doc-002284,Testigo
mx-sv-per-005441,mx-sv-doc-002284,Testigo
mx-sv-per-005442,mx-sv-doc-002284,Testigo
mx-sv-per-005448,mx-sv-doc-002285,Testigo
mx-sv-per-005446,mx-sv-doc-002285,Testigo
mx-sv-per-005447,mx-sv-doc-002285,Testigo
mx-sv-per-005445,mx-sv-doc-002285,Vendedor
mx-sv-per-005444,mx-sv-doc-002285,comprador
mx-sv-per-005452,mx-sv-doc-002286,Testigo
mx-sv-per-005453,mx-sv-doc-002286,Testigo
mx-sv-per-005454,mx-sv-doc-002286,Testigo
mx-sv-per-005450,mx-sv-doc-002286,Receptor De La Esclava
mx-sv-per-005459,mx-sv-doc-002287,Testigo
mx-sv-per-005460,mx-sv-doc-002287,Testigo
mx-sv-per-005461,mx-sv-doc-002287,Testigo
mx-sv-per-005458,mx-sv-doc-002287,comprador
mx-sv-per-005456,mx-sv-doc-002287,Vendedor
mx-sv-per-005462,mx-sv-doc-002288,Deudor
mx-sv-per-005463,mx-sv-doc-002288,Apoderado
mx-sv-per-005468,mx-sv-doc-002289,otorgante
mx-sv-per-005469,mx-sv-doc-002289,Receptor Del Poder
mx-sv-per-005472,mx-sv-doc-002289,Testigo
mx-sv-per-005473,mx-sv-doc-002289,Testigo
mx-sv-per-005471,mx-sv-doc-002289,Testigo
mx-sv-per-005474,mx-sv-doc-002290,Vendedor
mx-sv-per-005475,mx-sv-doc-002290,comprador
mx-sv-per-005477,mx-sv-doc-002290,Apoderado
mx-sv-per-005478,mx-sv-doc-002290,Testigo
mx-sv-per-005479,mx-sv-doc-002290,Testigo
mx-sv-per-005480,mx-sv-doc-002290,Testigo
mx-sv-per-005481,mx-sv-doc-002290,Testigo
mx-sv-per-005482,mx-sv-doc-002290,Testigo
mx-sv-per-005483,mx-sv-doc-002290,Testigo
mx-sv-per-005488,mx-sv-doc-002291,Testigo
mx-sv-per-005489,mx-sv-doc-002291,Testigo
mx-sv-per-005487,mx-sv-doc-002291,Testigo
mx-sv-per-005524,mx-sv-doc-002298,Testigo
mx-sv-per-005525,mx-sv-doc-002298,Testigo
mx-sv-per-005526,mx-sv-doc-002298,Testigo
mx-sv-per-005529,mx-sv-doc-002299,Receptor Del Poder
mx-sv-per-005530,mx-sv-doc-002299,Testigo
mx-sv-per-005531,mx-sv-doc-002299,Testigo
mx-sv-per-005532,mx-sv-doc-002299,Testigo
mx-sv-per-005545,mx-sv-doc-002302,Deudor
mx-sv-per-005546,mx-sv-doc-002302,Fiador
mx-sv-per-005547,mx-sv-doc-002302,Acreedor
mx-sv-per-005548,mx-sv-doc-002302,Testigo
mx-sv-per-005549,mx-sv-doc-002302,Testigo
mx-sv-per-005550,mx-sv-doc-002302,Testigo
mx-sv-per-005551,mx-sv-doc-002303,otorgante
mx-sv-per-005552,mx-sv-doc-002303,Apoderado
mx-sv-per-005553,mx-sv-doc-002303,Testigo
mx-sv-per-005554,mx-sv-doc-002303,Testigo
mx-sv-per-005555,mx-sv-doc-002303,Testigo
mx-sv-per-005556,mx-sv-doc-002304,comprador
mx-sv-per-005557,mx-sv-doc-002304,comprador
mx-sv-per-005560,mx-sv-doc-002304,Testigo
mx-sv-per-005558,mx-sv-doc-002304,Testigo
mx-sv-per-005559,mx-sv-doc-002304,Testigo
mx-sv-per-005563,mx-sv-doc-002305,Otorgante Del Poder
mx-sv-per-005564,mx-sv-doc-002305,Apoderado
mx-sv-per-005565,mx-sv-doc-002305,Testigo
mx-sv-per-005566,mx-sv-doc-002305,Testigo
mx-sv-per-005570,mx-sv-doc-002306,Vendedor
mx-sv-per-005571,mx-sv-doc-002306,comprador
mx-sv-per-005573,mx-sv-doc-002306,Testigo
mx-sv-per-005574,mx-sv-doc-002306,Testigo
mx-sv-per-005575,mx-sv-doc-002306,Testigo
mx-sv-per-005576,mx-sv-doc-002307,Otorgante Del Poder
mx-sv-per-005577,mx-sv-doc-002307,Apoderado
mx-sv-per-005579,mx-sv-doc-002307,Testigo
mx-sv-per-005580,mx-sv-doc-002307,Testigo
mx-sv-per-005581,mx-sv-doc-002307,Testigo
mx-sv-per-004702,mx-sv-doc-002309,Vendedor Y Propietario
mx-sv-per-005583,mx-sv-doc-002309,comprador
mx-sv-per-005585,mx-sv-doc-002310,Vendedor Y Propietario
mx-sv-per-005586,mx-sv-doc-002310,comprador
mx-sv-per-005587,mx-sv-doc-002310,Vendedor Y Propietario
mx-sv-per-005589,mx-sv-doc-002311,Vendedor
mx-sv-per-005590,mx-sv-doc-002311,comprador
mx-sv-per-005591,mx-sv-doc-002311,Propietario
mx-sv-per-005784,mx-sv-doc-002344,Testigo
mx-sv-per-005785,mx-sv-doc-002344,Testigo
mx-sv-per-005786,mx-sv-doc-002344,Testigo
mx-sv-per-005783,mx-sv-doc-002344,Vendedor
mx-sv-per-005782,mx-sv-doc-002344,comprador
mx-sv-per-005596,mx-sv-doc-002312,Vendedor
mx-sv-per-005597,mx-sv-doc-002312,comprador
mx-sv-per-005598,mx-sv-doc-002312,Vendedor
mx-sv-per-005598,mx-sv-doc-002312,Albacea Testamentario
mx-sv-per-005339,mx-sv-doc-002312,Propietario (Difunto)
mx-sv-per-005645,mx-sv-doc-002312,Propietario (Difunto)
mx-sv-per-005780,mx-sv-doc-002343,Vendedor
mx-sv-per-005779,mx-sv-doc-002343,comprador
mx-sv-per-005601,mx-sv-doc-002313,Vendedor Y Propietario
mx-sv-per-004713,mx-sv-doc-002313,comprador
mx-sv-per-005602,mx-sv-doc-002313,Antiguo Propietario (Difunto)
mx-sv-per-005603,mx-sv-doc-002313,Antiguo Propietario (Difunto)
mx-sv-per-005605,mx-sv-doc-002314,Vendedor Y Propietario
mx-sv-per-005606,mx-sv-doc-002314,comprador
mx-sv-per-005607,mx-sv-doc-002314,Propietario (Difunto)
mx-sv-per-005608,mx-sv-doc-002314,Otorgante De Dote
mx-sv-per-005946,mx-sv-doc-002370,Testigo
mx-sv-per-005947,mx-sv-doc-002370,Testigo
mx-sv-per-005948,mx-sv-doc-002370,Testigo
mx-sv-per-005945,mx-sv-doc-002370,Escribano
mx-sv-per-005944,mx-sv-doc-002370,Antiguo Propietario
mx-sv-per-005943,mx-sv-doc-002370,comprador
mx-sv-per-005942,mx-sv-doc-002370,Vendedor
mx-sv-per-005611,mx-sv-doc-002315,Vendedor Y Propietario
mx-sv-per-005590,mx-sv-doc-002315,comprador
mx-sv-per-005612,mx-sv-doc-002315,Vendedor Y Propietario
mx-sv-per-005614,mx-sv-doc-002316,Vendedor (Con Poder)
mx-sv-per-005590,mx-sv-doc-002316,comprador
mx-sv-per-005615,mx-sv-doc-002316,Propietario
mx-sv-per-005616,mx-sv-doc-002316,Antiguo Propietario
mx-sv-per-005619,mx-sv-doc-002317,Vendedor Y Propietario
mx-sv-per-005590,mx-sv-doc-002317,comprador
mx-sv-per-005623,mx-sv-doc-002318,Vendedor Y Propietario
mx-sv-per-005624,mx-sv-doc-002318,comprador
mx-sv-per-005626,mx-sv-doc-002318,Antiguo Propietario
mx-sv-per-005629,mx-sv-doc-002319,Vendedor Y Propietario
mx-sv-per-005630,mx-sv-doc-002319,comprador
mx-sv-per-005633,mx-sv-doc-002320,Vendedor Y Propietario
mx-sv-per-005634,mx-sv-doc-002320,Madre
mx-sv-per-005636,mx-sv-doc-002321,Vendedor (Con Poder)
mx-sv-per-005637,mx-sv-doc-002321,comprador
mx-sv-per-005638,mx-sv-doc-002321,Vendedor (Con Poder)
mx-sv-per-005639,mx-sv-doc-002321,Vendedor Y Propietario
mx-sv-per-005641,mx-sv-doc-002322,Vendedor
mx-sv-per-005642,mx-sv-doc-002322,comprador
mx-sv-per-005643,mx-sv-doc-002322,Madre
mx-sv-per-005644,mx-sv-doc-002322,Propietario
mx-sv-per-005644,mx-sv-doc-002322,Heredero
mx-sv-per-005648,mx-sv-doc-002323,Vendedor Y Propietario
mx-sv-per-005649,mx-sv-doc-002323,comprador
mx-sv-per-005650,mx-sv-doc-002323,Heredero
mx-sv-per-005590,mx-sv-doc-002324,comprador
mx-sv-per-005652,mx-sv-doc-002324,Vendedor (Con Poder)
mx-sv-per-005653,mx-sv-doc-002324,Vendedor Y Propietario
mx-sv-per-005654,mx-sv-doc-002324,Antiguo Propietario
mx-sv-per-005657,mx-sv-doc-002325,Vendedor Y Propietario
mx-sv-per-005658,mx-sv-doc-002325,comprador
mx-sv-per-005659,mx-sv-doc-002325,Heredero
mx-sv-per-005660,mx-sv-doc-002325,Heredero
mx-sv-per-005662,mx-sv-doc-002326,Vendedor Y Propietario
mx-sv-per-005663,mx-sv-doc-002326,comprador
