persona_idno,documento_idno,rol_evento
mx-sv-per-003598,mx-sv-doc-001233,comprador
mx-sv-per-003603,mx-sv-doc-001234,otorgante
mx-sv-per-003603,mx-sv-doc-001234,dueño del esclavizado
mx-sv-per-003604,mx-sv-doc-001234,otorgante
mx-sv-per-003604,mx-sv-doc-001234,Recipiente
mx-sv-per-003605,mx-sv-doc-001234,dueño anterior
mx-sv-per-000112,mx-sv-doc-001234,dueño anterior
mx-sv-per-000017,mx-sv-doc-001235,otorgante
mx-sv-per-000611,mx-sv-doc-001235,comprador
mx-sv-per-003607,mx-sv-doc-001235,dueño anterior
mx-sv-per-003610,mx-sv-doc-001236,otorgante
mx-sv-per-003611,mx-sv-doc-001236,comprador
mx-sv-per-000636,mx-sv-doc-001237,otorgante
mx-sv-per-000677,mx-sv-doc-001237,dueño anterior
mx-sv-per-002767,mx-sv-doc-001238,otorgante
mx-sv-per-002767,mx-sv-doc-001238,Fiador
mx-sv-per-001286,mx-sv-doc-001238,Recipiente
mx-sv-per-000310,mx-sv-doc-001238,dueño del esclavizado
mx-sv-per-000310,mx-sv-doc-001238,Deudor
mx-sv-per-001812,mx-sv-doc-001239,otorgante
mx-sv-per-003618,mx-sv-doc-001239,comprador
mx-sv-per-000076,mx-sv-doc-001239,dueño anterior
mx-sv-per-003620,mx-sv-doc-001240,otorgante
mx-sv-per-002962,mx-sv-doc-001240,comprador
mx-sv-per-003621,mx-sv-doc-001240,dueño anterior
mx-sv-per-003623,mx-sv-doc-001241,otorgante
mx-sv-per-003624,mx-sv-doc-001241,comprador
mx-sv-per-003625,mx-sv-doc-001241,dueño anterior
mx-sv-per-003627,mx-sv-doc-001242,otorgante
mx-sv-per-000821,mx-sv-doc-001242,comprador
mx-sv-per-000821,mx-sv-doc-001242,dueño anterior
mx-sv-per-003630,mx-sv-doc-001243,otorgante
mx-sv-per-003630,mx-sv-doc-001243,Apoderado
mx-sv-per-003631,mx-sv-doc-001243,comprador
mx-sv-per-003632,mx-sv-doc-001243,dueño del esclavizado
mx-sv-per-003604,mx-sv-doc-001244,otorgante
mx-sv-per-003634,mx-sv-doc-001244,comprador
mx-sv-per-000697,mx-sv-doc-001244,dueño anterior
mx-sv-per-002700,mx-sv-doc-001245,otorgante
mx-sv-per-002621,mx-sv-doc-001245,comprador
mx-sv-per-003636,mx-sv-doc-001245,Testador
mx-sv-per-003431,mx-sv-doc-001246,otorgante
mx-sv-per-003638,mx-sv-doc-001246,comprador
mx-sv-per-002738,mx-sv-doc-001246,dueño anterior
mx-sv-per-003618,mx-sv-doc-001247,otorgante
mx-sv-per-003640,mx-sv-doc-001247,comprador
mx-sv-per-000416,mx-sv-doc-001247,dueño anterior
mx-sv-per-003642,mx-sv-doc-001248,otorgante
mx-sv-per-000777,mx-sv-doc-001248,comprador
mx-sv-per-003643,mx-sv-doc-001248,dueño anterior
mx-sv-per-003644,mx-sv-doc-001248,dueño anterior
mx-sv-per-005877,mx-sv-doc-002360,Vendedor
mx-sv-per-005878,mx-sv-doc-002360,comprador
mx-sv-per-005880,mx-sv-doc-002360,Antiguo Propietario
mx-sv-per-005881,mx-sv-doc-002360,Testigo
mx-sv-per-005882,mx-sv-doc-002360,Testigo
mx-sv-per-003352,mx-sv-doc-001252,Vendedor
mx-sv-per-003654,mx-sv-doc-001252,intermediario
mx-sv-per-003655,mx-sv-doc-001252,comprador
mx-sv-per-003326,mx-sv-doc-001256,Vendedor
mx-sv-per-001053,mx-sv-doc-001256,comprador
mx-sv-per-003988,mx-sv-doc-001467,Vendedor
mx-sv-per-003012,mx-sv-doc-001467,comprador
mx-sv-per-003453,mx-sv-doc-001261,Vendedor
mx-sv-per-003454,mx-sv-doc-001261,intermediario
mx-sv-per-002905,mx-sv-doc-001261,comprador
mx-sv-per-004048,mx-sv-doc-001492,intermediario
mx-sv-per-004049,mx-sv-doc-001492,comprador
mx-sv-per-003667,mx-sv-doc-001264,Vendedor
mx-sv-per-003668,mx-sv-doc-001264,comprador
mx-sv-per-003737,mx-sv-doc-001308,Vendedor
mx-sv-per-003553,mx-sv-doc-001308,intermediario
mx-sv-per-003655,mx-sv-doc-001308,comprador
mx-sv-per-002846,mx-sv-doc-001267,intermediario
mx-sv-per-003450,mx-sv-doc-001267,comprador
mx-sv-per-003679,mx-sv-doc-001274,otorgante
mx-sv-per-000657,mx-sv-doc-001274,comprador
mx-sv-per-000887,mx-sv-doc-001274,dueño anterior
mx-sv-per-003642,mx-sv-doc-001275,otorgante
mx-sv-per-000777,mx-sv-doc-001275,comprador
mx-sv-per-003643,mx-sv-doc-001275,dueño anterior
mx-sv-per-003644,mx-sv-doc-001275,dueño anterior
mx-sv-per-003682,mx-sv-doc-001276,otorgante
mx-sv-per-003683,mx-sv-doc-001276,comprador
mx-sv-per-003684,mx-sv-doc-001276,dueño anterior
mx-sv-per-003685,mx-sv-doc-001276,dueño anterior
mx-sv-per-003367,mx-sv-doc-001277,otorgante
mx-sv-per-003687,mx-sv-doc-001277,comprador
mx-sv-per-000645,mx-sv-doc-001277,dueño anterior
mx-sv-per-003689,mx-sv-doc-001278,otorgante
mx-sv-per-003624,mx-sv-doc-001278,comprador
mx-sv-per-003690,mx-sv-doc-001278,dueño anterior
mx-sv-per-003691,mx-sv-doc-001278,comprador
mx-sv-per-003691,mx-sv-doc-001278,Otorgante Del Poder
mx-sv-per-003624,mx-sv-doc-001278,Apoderado
mx-sv-per-003693,mx-sv-doc-001279,intermediario
mx-sv-per-003694,mx-sv-doc-001279,comprador
mx-sv-per-003522,mx-sv-doc-001280,Albacea
mx-sv-per-003522,mx-sv-doc-001280,Vendedor
mx-sv-per-003697,mx-sv-doc-001280,Dueño Difunto
mx-sv-per-003698,mx-sv-doc-001280,comprador
mx-sv-per-002944,mx-sv-doc-001284,Vendedor
mx-sv-per-003705,mx-sv-doc-001284,comprador
mx-sv-per-003514,mx-sv-doc-001310,Vendedor
mx-sv-per-003741,mx-sv-doc-001310,comprador
mx-sv-per-003563,mx-sv-doc-001287,Dueño Difunto
mx-sv-per-003709,mx-sv-doc-001287,Albacea
mx-sv-per-003709,mx-sv-doc-001287,Vendedor
mx-sv-per-003711,mx-sv-doc-001287,comprador
mx-sv-per-002944,mx-sv-doc-001290,Vendedor
mx-sv-per-003713,mx-sv-doc-001290,comprador
mx-sv-per-002625,mx-sv-doc-001293,Dueño Difunto
mx-sv-per-003719,mx-sv-doc-001293,Albacea
mx-sv-per-003719,mx-sv-doc-001293,Vendedor
mx-sv-per-003720,mx-sv-doc-001293,comprador
mx-sv-per-005804,mx-sv-doc-002349,Testigo
mx-sv-per-005805,mx-sv-doc-002349,Testigo
mx-sv-per-005806,mx-sv-doc-002349,Testigo
mx-sv-per-005803,mx-sv-doc-002349,comprador
mx-sv-per-005802,mx-sv-doc-002349,Vendedor
mx-sv-per-003252,mx-sv-doc-001303,Vendedor
mx-sv-per-003654,mx-sv-doc-001303,intermediario
mx-sv-per-003655,mx-sv-doc-001303,comprador
mx-sv-per-003412,mx-sv-doc-001304,Vendedor
mx-sv-per-003270,mx-sv-doc-001304,comprador
mx-sv-per-002933,mx-sv-doc-001305,Dueño Difunto
mx-sv-per-002660,mx-sv-doc-001305,comprador
mx-sv-per-003732,mx-sv-doc-001306,Vendedor
mx-sv-per-003655,mx-sv-doc-001306,comprador
mx-sv-per-003734,mx-sv-doc-001307,Vendedor
mx-sv-per-003735,mx-sv-doc-001307,comprador
mx-sv-per-003780,mx-sv-doc-001347,Vendedor
mx-sv-per-003781,mx-sv-doc-001347,comprador
mx-sv-per-005886,mx-sv-doc-002361,Testigo
mx-sv-per-005887,mx-sv-doc-002361,Testigo
mx-sv-per-005884,mx-sv-doc-002361,Vendedor
mx-sv-per-005883,mx-sv-doc-002361,comprador
mx-sv-per-003786,mx-sv-doc-001349,Vendedor
mx-sv-per-003787,mx-sv-doc-001349,intermediario
mx-sv-per-003788,mx-sv-doc-001349,comprador
mx-sv-per-003790,mx-sv-doc-001350,Vendedor
mx-sv-per-003336,mx-sv-doc-001350,comprador
mx-sv-per-003791,mx-sv-doc-001351,Vendedor
mx-sv-per-003792,mx-sv-doc-001351,comprador
mx-sv-per-003794,mx-sv-doc-001352,Vendedor
mx-sv-per-003455,mx-sv-doc-001352,comprador
mx-sv-per-003820,mx-sv-doc-001372,Vendedor
mx-sv-per-003821,mx-sv-doc-001372,comprador
mx-sv-per-003822,mx-sv-doc-001373,Dueño
mx-sv-per-003823,mx-sv-doc-001373,Apoderado
mx-sv-per-003826,mx-sv-doc-001374,Dueña
mx-sv-per-003828,mx-sv-doc-001374,dueño anterior
mx-sv-per-003827,mx-sv-doc-001374,Apoderado
mx-sv-per-003829,mx-sv-doc-001375,Dueña
mx-sv-per-003830,mx-sv-doc-001375,Apoderado
mx-sv-per-003831,mx-sv-doc-001375,dueño anterior
mx-sv-per-003832,mx-sv-doc-001376,Dueño
mx-sv-per-003833,mx-sv-doc-001376,Apoderado
mx-sv-per-003834,mx-sv-doc-001376,dueño anterior
mx-sv-per-005888,mx-sv-doc-002362,Vendedor
mx-sv-per-005889,mx-sv-doc-002362,comprador
mx-sv-per-005891,mx-sv-doc-002362,Madre
mx-sv-per-003868,mx-sv-doc-001405,otorgante
mx-sv-per-003869,mx-sv-doc-001405,otorgante
mx-sv-per-003870,mx-sv-doc-001405,otorgante
mx-sv-per-003871,mx-sv-doc-001405,comprador
mx-sv-per-003873,mx-sv-doc-001406,otorgante
mx-sv-per-003874,mx-sv-doc-001406,otorgante
mx-sv-per-003875,mx-sv-doc-001406,comprador
mx-sv-per-003876,mx-sv-doc-001406,dueño anterior
mx-sv-per-003878,mx-sv-doc-001408,otorgante
mx-sv-per-003879,mx-sv-doc-001408,comprador
mx-sv-per-003880,mx-sv-doc-001408,dueño anterior
mx-sv-per-003882,mx-sv-doc-001409,otorgante
mx-sv-per-003624,mx-sv-doc-001409,comprador
mx-sv-per-003884,mx-sv-doc-001409,dueño anterior
mx-sv-per-003886,mx-sv-doc-001410,otorgante
mx-sv-per-003887,mx-sv-doc-001410,comprador
mx-sv-per-003888,mx-sv-doc-001410,dueño anterior
mx-sv-per-003945,mx-sv-doc-001478,Vendedor
mx-sv-per-003005,mx-sv-doc-001478,comprador
mx-sv-per-005044,mx-sv-doc-002222,Vendedor
mx-sv-per-005045,mx-sv-doc-002222,Propietario
mx-sv-per-005046,mx-sv-doc-002222,comprador
mx-sv-per-005048,mx-sv-doc-002222,Testigo
mx-sv-per-005049,mx-sv-doc-002222,Testigo
mx-sv-per-005050,mx-sv-doc-002222,Testigo
mx-sv-per-005897,mx-sv-doc-002363,Testigo
mx-sv-per-005898,mx-sv-doc-002363,Testigo
mx-sv-per-005899,mx-sv-doc-002363,Testigo
mx-sv-per-005895,mx-sv-doc-002363,Testigo
mx-sv-per-005894,mx-sv-doc-002363,Madre
mx-sv-per-005893,mx-sv-doc-002363,comprador
mx-sv-per-005892,mx-sv-doc-002363,Vendedor
mx-sv-per-003464,mx-sv-doc-001427,comprador
mx-sv-per-002671,mx-sv-doc-001428,comprador
mx-sv-per-003913,mx-sv-doc-001429,Vendedor
mx-sv-per-002901,mx-sv-doc-001429,comprador
mx-sv-per-003649,mx-sv-doc-001430,Vendedor
mx-sv-per-002910,mx-sv-doc-001430,comprador
mx-sv-per-003655,mx-sv-doc-001431,Vendedor
mx-sv-per-003654,mx-sv-doc-001431,intermediario
mx-sv-per-003454,mx-sv-doc-001431,comprador
mx-sv-per-002618,mx-sv-doc-001432,Vendedor
mx-sv-per-003005,mx-sv-doc-001432,comprador
mx-sv-per-003917,mx-sv-doc-001433,Vendedor
mx-sv-per-003918,mx-sv-doc-001433,intermediario
mx-sv-per-002901,mx-sv-doc-001433,comprador
mx-sv-per-002921,mx-sv-doc-001434,Vendedor
mx-sv-per-002175,mx-sv-doc-001434,intermediario
mx-sv-per-003649,mx-sv-doc-001434,comprador
mx-sv-per-003921,mx-sv-doc-001435,Vendedor
mx-sv-per-003922,mx-sv-doc-001435,Vendedor
mx-sv-per-003454,mx-sv-doc-001435,comprador
mx-sv-per-003940,mx-sv-doc-001450,Vendedor
mx-sv-per-003226,mx-sv-doc-001450,comprador
mx-sv-per-003942,mx-sv-doc-001451,Vendedor
mx-sv-per-003005,mx-sv-doc-001451,intermediario
mx-sv-per-003943,mx-sv-doc-001451,comprador
mx-sv-per-003945,mx-sv-doc-001452,Vendedor
mx-sv-per-003946,mx-sv-doc-001452,comprador
mx-sv-per-003948,mx-sv-doc-001453,Vendedor
mx-sv-per-003780,mx-sv-doc-001453,comprador
mx-sv-per-003950,mx-sv-doc-001454,Vendedor
mx-sv-per-003288,mx-sv-doc-001454,comprador
mx-sv-per-003952,mx-sv-doc-001455,Vendedor
mx-sv-per-003953,mx-sv-doc-001455,intermediario
mx-sv-per-003228,mx-sv-doc-001455,comprador
mx-sv-per-004011,mx-sv-doc-001477,Vendedor
mx-sv-per-002901,mx-sv-doc-001477,comprador
mx-sv-per-003954,mx-sv-doc-001456,dueño del esclavizado
mx-sv-per-003955,mx-sv-doc-001456,Apoderado
mx-sv-per-003956,mx-sv-doc-001456,Apoderado
mx-sv-per-003959,mx-sv-doc-001457,Dueño
mx-sv-per-003961,mx-sv-doc-001457,Apoderado
mx-sv-per-004001,mx-sv-doc-001473,Vendedor
mx-sv-per-004002,mx-sv-doc-001473,comprador
mx-sv-per-004004,mx-sv-doc-001474,Vendedor
mx-sv-per-003226,mx-sv-doc-001474,comprador
mx-sv-per-005906,mx-sv-doc-002364,Testigo
mx-sv-per-005907,mx-sv-doc-002364,Testigo
mx-sv-per-005908,mx-sv-doc-002364,Testigo
mx-sv-per-005903,mx-sv-doc-002364,Antiguo Propietario
mx-sv-per-005902,mx-sv-doc-002364,comprador
mx-sv-per-005904,mx-sv-doc-002364,Vendedor
mx-sv-per-003966,mx-sv-doc-001458,dueño anterior
mx-sv-per-003965,mx-sv-doc-001458,Apoderado
mx-sv-per-003964,mx-sv-doc-001458,Dueña
mx-sv-per-003968,mx-sv-doc-001459,Vendedor
mx-sv-per-003454,mx-sv-doc-001459,comprador
mx-sv-per-003970,mx-sv-doc-001460,Vendedor
mx-sv-per-003971,mx-sv-doc-001460,comprador
mx-sv-per-003973,mx-sv-doc-001461,Vendedor
mx-sv-per-003974,mx-sv-doc-001461,comprador
mx-sv-per-003976,mx-sv-doc-001462,Vendedor
mx-sv-per-003088,mx-sv-doc-001462,intermediario
mx-sv-per-003977,mx-sv-doc-001462,comprador
mx-sv-per-003979,mx-sv-doc-001463,Vendedor
mx-sv-per-002998,mx-sv-doc-001463,comprador
mx-sv-per-003981,mx-sv-doc-001464,Vendedor
mx-sv-per-003735,mx-sv-doc-001464,comprador
mx-sv-per-003464,mx-sv-doc-001465,Vendedor
mx-sv-per-003982,mx-sv-doc-001465,comprador
mx-sv-per-003984,mx-sv-doc-001466,Vendedor
mx-sv-per-003985,mx-sv-doc-001466,intermediario
mx-sv-per-003986,mx-sv-doc-001466,comprador
mx-sv-per-005972,mx-sv-doc-002373,Antiguo Propietario
mx-sv-per-005971,mx-sv-doc-002373,comprador
mx-sv-per-005970,mx-sv-doc-002373,Vendedor
mx-sv-per-003992,mx-sv-doc-001469,Vendedor
mx-sv-per-003263,mx-sv-doc-001469,comprador
mx-sv-per-003992,mx-sv-doc-001470,Vendedor
mx-sv-per-003263,mx-sv-doc-001470,comprador
mx-sv-per-003995,mx-sv-doc-001471,Vendedor
mx-sv-per-003996,mx-sv-doc-001471,comprador
mx-sv-per-003998,mx-sv-doc-001472,Vendedor
mx-sv-per-003999,mx-sv-doc-001472,comprador
mx-sv-per-003005,mx-sv-doc-001475,Vendedor
mx-sv-per-003012,mx-sv-doc-001475,comprador
mx-sv-per-003654,mx-sv-doc-001476,Vendedor
mx-sv-per-004007,mx-sv-doc-001476,comprador
mx-sv-per-005811,mx-sv-doc-002350,Testigo
mx-sv-per-005812,mx-sv-doc-002350,Testigo
mx-sv-per-005813,mx-sv-doc-002350,Testigo
mx-sv-per-005808,mx-sv-doc-002350,Vendedor
mx-sv-per-005809,mx-sv-doc-002350,Vendedor
mx-sv-per-005810,mx-sv-doc-002350,comprador
mx-sv-per-004014,mx-sv-doc-001479,Vendedor
mx-sv-per-004015,mx-sv-doc-001479,comprador
mx-sv-per-004017,mx-sv-doc-001480,Vendedor
mx-sv-per-004018,mx-sv-doc-001480,comprador
mx-sv-per-004020,mx-sv-doc-001481,Vendedor
mx-sv-per-004021,mx-sv-doc-001481,Vendedor
mx-sv-per-004022,mx-sv-doc-001481,comprador
mx-sv-per-004025,mx-sv-doc-001482,Vendedor
mx-sv-per-004026,mx-sv-doc-001482,Vendedor
mx-sv-per-003453,mx-sv-doc-001482,comprador
mx-sv-per-002901,mx-sv-doc-001483,Vendedor
mx-sv-per-003998,mx-sv-doc-001483,comprador
mx-sv-per-003226,mx-sv-doc-001484,Vendedor
mx-sv-per-003559,mx-sv-doc-001484,comprador
mx-sv-per-003005,mx-sv-doc-001485,intermediario
mx-sv-per-003654,mx-sv-doc-001485,comprador
mx-sv-per-004036,mx-sv-doc-001486,Vendedor
mx-sv-per-002910,mx-sv-doc-001486,comprador
mx-sv-per-004037,mx-sv-doc-001487,Vendedor
mx-sv-per-002936,mx-sv-doc-001488,Vendedor
mx-sv-per-002998,mx-sv-doc-001488,comprador
mx-sv-per-003992,mx-sv-doc-001489,Vendedor
mx-sv-per-004041,mx-sv-doc-001489,comprador
mx-sv-per-004043,mx-sv-doc-001490,Vendedor
mx-sv-per-003081,mx-sv-doc-001490,comprador
mx-sv-per-002638,mx-sv-doc-001494,Vendedor
mx-sv-per-002923,mx-sv-doc-001494,comprador
mx-sv-per-003694,mx-sv-doc-001495,Vendedor
mx-sv-per-003649,mx-sv-doc-001495,comprador
mx-sv-per-002942,mx-sv-doc-001496,Vendedor
mx-sv-per-004054,mx-sv-doc-001496,comprador
mx-sv-per-004043,mx-sv-doc-001497,Vendedor
mx-sv-per-004056,mx-sv-doc-001497,comprador
mx-sv-per-004015,mx-sv-doc-001498,Vendedor
mx-sv-per-003454,mx-sv-doc-001498,comprador
mx-sv-per-005976,mx-sv-doc-002374,Testigo
mx-sv-per-005977,mx-sv-doc-002374,Testigo
mx-sv-per-005978,mx-sv-doc-002374,Testigo
mx-sv-per-005975,mx-sv-doc-002374,Antiguo Propietario
mx-sv-per-005974,mx-sv-doc-002374,comprador
mx-sv-per-005973,mx-sv-doc-002374,Vendedor
mx-sv-per-004100,mx-sv-doc-001532,otorgante
mx-sv-per-004101,mx-sv-doc-001532,comprador
mx-sv-per-004102,mx-sv-doc-001532,dueño anterior
mx-sv-per-004105,mx-sv-doc-001533,otorgante
mx-sv-per-004106,mx-sv-doc-001533,comprador
mx-sv-per-004107,mx-sv-doc-001533,dueño anterior
mx-sv-per-005912,mx-sv-doc-002365,Testigo
mx-sv-per-005913,mx-sv-doc-002365,Testigo
mx-sv-per-005911,mx-sv-doc-002365,Antiguo Propietario
mx-sv-per-005909,mx-sv-doc-002365,Deudor
mx-sv-per-004110,mx-sv-doc-001534,otorgante
mx-sv-per-004111,mx-sv-doc-001534,comprador
mx-sv-per-004112,mx-sv-doc-001534,dueño anterior
mx-sv-per-000697,mx-sv-doc-001535,otorgante
mx-sv-per-004114,mx-sv-doc-001535,comprador
mx-sv-per-004115,mx-sv-doc-001535,dueño anterior
mx-sv-per-004117,mx-sv-doc-001536,otorgante
mx-sv-per-004118,mx-sv-doc-001536,comprador
mx-sv-per-001938,mx-sv-doc-001536,dueño anterior
mx-sv-per-004121,mx-sv-doc-001537,otorgante
mx-sv-per-003831,mx-sv-doc-001537,comprador
mx-sv-per-004126,mx-sv-doc-001538,otorgante
mx-sv-per-004128,mx-sv-doc-001538,dueño anterior
mx-sv-per-004129,mx-sv-doc-001538,dueño anterior
mx-sv-per-004130,mx-sv-doc-001538,dueño anterior
mx-sv-per-004131,mx-sv-doc-001538,dueño anterior
mx-sv-per-003631,mx-sv-doc-001547,comprador
mx-sv-per-004121,mx-sv-doc-001547,dueño anterior
mx-sv-per-004143,mx-sv-doc-001548,Vendedor
mx-sv-per-004143,mx-sv-doc-001548,dueño del esclavizado
mx-sv-per-004144,mx-sv-doc-001548,otorgante
mx-sv-per-004144,mx-sv-doc-001548,Apoderado
mx-sv-per-003887,mx-sv-doc-001548,comprador
mx-sv-per-004146,mx-sv-doc-001549,otorgante
mx-sv-per-004148,mx-sv-doc-001549,comprador
mx-sv-per-000731,mx-sv-doc-001550,otorgante
mx-sv-per-000809,mx-sv-doc-001550,comprador
mx-sv-per-004152,mx-sv-doc-001551,comprador
mx-sv-per-004101,mx-sv-doc-001551,intermediario
mx-sv-per-004153,mx-sv-doc-001551,dueño anterior
mx-sv-per-005074,mx-sv-doc-002226,Vendedor
mx-sv-per-005076,mx-sv-doc-002226,Dueña
mx-sv-per-005077,mx-sv-doc-002226,Vendedor
mx-sv-per-005078,mx-sv-doc-002226,Antiguo Propietario
mx-sv-per-005080,mx-sv-doc-002226,Testigo
mx-sv-per-005081,mx-sv-doc-002226,Testigo
mx-sv-per-005079,mx-sv-doc-002226,Testigo
mx-sv-per-006566,mx-sv-doc-002490,comprador
mx-sv-per-006569,mx-sv-doc-002490,Testigo
mx-sv-per-006570,mx-sv-doc-002490,Testigo
mx-sv-per-006571,mx-sv-doc-002490,Testigo
mx-sv-per-006803,mx-sv-doc-002531,Vendedor
mx-sv-per-006805,mx-sv-doc-002531,Antiguo Propietario
mx-sv-per-006804,mx-sv-doc-002531,comprador
mx-sv-per-006808,mx-sv-doc-002531,Testigo
mx-sv-per-006809,mx-sv-doc-002531,Testigo
mx-sv-per-006807,mx-sv-doc-002531,Testigo
mx-sv-per-004349,mx-sv-doc-001737,Vendedor
mx-sv-per-003088,mx-sv-doc-001737,intermediario
mx-sv-per-002910,mx-sv-doc-001737,comprador
mx-sv-per-001467,mx-sv-doc-001739,Vendedor
mx-sv-per-004353,mx-sv-doc-001739,comprador
mx-sv-per-003735,mx-sv-doc-001740,Vendedor
mx-sv-per-006130,mx-sv-doc-001740,comprador
mx-sv-per-005921,mx-sv-doc-002366,Escribano
mx-sv-per-005920,mx-sv-doc-002366,Testigo
mx-sv-per-005919,mx-sv-doc-002366,Testigo
mx-sv-per-005918,mx-sv-doc-002366,Antiguo Propietario
mx-sv-per-005917,mx-sv-doc-002366,comprador
mx-sv-per-005916,mx-sv-doc-002366,Propietario
mx-sv-per-005915,mx-sv-doc-002366,Vendedor
mx-sv-per-004371,mx-sv-doc-001756,comprador
mx-sv-per-004370,mx-sv-doc-001756,otorgante
mx-sv-per-000894,mx-sv-doc-001756,dueño anterior
mx-sv-per-004372,mx-sv-doc-001756,dueño anterior
mx-sv-per-004374,mx-sv-doc-001756,dueño anterior
mx-sv-per-000821,mx-sv-doc-001757,comprador
mx-sv-per-001544,mx-sv-doc-001757,otorgante
mx-sv-per-001831,mx-sv-doc-001757,dueño anterior
mx-sv-per-006574,mx-sv-doc-002491,otorgante
mx-sv-per-005083,mx-sv-doc-002227,Deudor
mx-sv-per-005084,mx-sv-doc-002227,Fiador
mx-sv-per-005085,mx-sv-doc-002227,Vendedor
mx-sv-per-005086,mx-sv-doc-002227,Antiguo Propietario
mx-sv-per-005088,mx-sv-doc-002227,Testigo
mx-sv-per-005089,mx-sv-doc-002227,Testigo
mx-sv-per-005087,mx-sv-doc-002227,Testigo
mx-sv-per-004473,mx-sv-doc-001853,otorgante
mx-sv-per-004474,mx-sv-doc-001853,comprador
mx-sv-per-004475,mx-sv-doc-001853,Testigo
mx-sv-per-004476,mx-sv-doc-001853,Testigo
mx-sv-per-004477,mx-sv-doc-001854,Vendedor
mx-sv-per-004478,mx-sv-doc-001854,comprador
mx-sv-per-004485,mx-sv-doc-001856,Vendedor
mx-sv-per-004486,mx-sv-doc-001856,comprador
mx-sv-per-004488,mx-sv-doc-001856,Testigo
mx-sv-per-004489,mx-sv-doc-001856,Testigo
mx-sv-per-004487,mx-sv-doc-001856,Testigo
mx-sv-per-005498,mx-sv-doc-002293,comprador
mx-sv-per-005499,mx-sv-doc-002293,Vendedor (Con Poder)
mx-sv-per-005500,mx-sv-doc-002293,Otorgante Del Poder
mx-sv-per-004520,mx-sv-doc-001879,Testigo
mx-sv-per-004521,mx-sv-doc-001879,Testigo
mx-sv-per-004522,mx-sv-doc-001879,Testigo
mx-sv-per-004514,mx-sv-doc-001879,Otorgante Del Poder
mx-sv-per-004515,mx-sv-doc-001879,Dueño Difunto
mx-sv-per-004516,mx-sv-doc-001879,Receptor Del Poder
mx-sv-per-004517,mx-sv-doc-001879,Deudor
mx-sv-per-008222,mx-sv-doc-002948,Vendedor
mx-sv-per-008223,mx-sv-doc-002948,intermediario
mx-sv-per-007099,mx-sv-doc-002948,comprador
mx-sv-per-004534,mx-sv-doc-001890,otorgante
mx-sv-per-002059,mx-sv-doc-001890,dueño anterior
mx-sv-per-004534,mx-sv-doc-001890,dueño del esclavizado
mx-sv-per-005092,mx-sv-doc-002228,Vendedor
mx-sv-per-005093,mx-sv-doc-002228,comprador
mx-sv-per-005201,mx-sv-doc-002245,Vendedor
mx-sv-per-005202,mx-sv-doc-002245,Antiguo Propietario
mx-sv-per-005204,mx-sv-doc-002245,Testigo
mx-sv-per-005205,mx-sv-doc-002245,Testigo
mx-sv-per-005206,mx-sv-doc-002245,Testigo
mx-sv-per-005203,mx-sv-doc-002245,comprador
mx-sv-per-005106,mx-sv-doc-002230,Albacea
mx-sv-per-005107,mx-sv-doc-002230,Apoderado
mx-sv-per-005108,mx-sv-doc-002230,Pagador
mx-sv-per-005109,mx-sv-doc-002230,Antiguo Propietario (Difunto)
mx-sv-per-006817,mx-sv-doc-002532,Vendedor
mx-sv-per-006818,mx-sv-doc-002532,Vendedora
mx-sv-per-006819,mx-sv-doc-002532,comprador
mx-sv-per-006821,mx-sv-doc-002532,Testigo
mx-sv-per-006822,mx-sv-doc-002532,Testigo
mx-sv-per-006823,mx-sv-doc-002532,Testigo
mx-sv-per-005111,mx-sv-doc-002231,Otorgante Del Poder
mx-sv-per-005113,mx-sv-doc-002231,Testigo
mx-sv-per-005114,mx-sv-doc-002231,Testigo
mx-sv-per-005115,mx-sv-doc-002231,Testigo
mx-sv-per-005112,mx-sv-doc-002231,Apoderado
mx-sv-per-005925,mx-sv-doc-002367,Testigo
mx-sv-per-005926,mx-sv-doc-002367,Testigo
mx-sv-per-005924,mx-sv-doc-002367,Otorgante Del Poder
mx-sv-per-005923,mx-sv-doc-002367,Vendedor
mx-sv-per-005922,mx-sv-doc-002367,comprador
mx-sv-per-005120,mx-sv-doc-002232,Testigo
mx-sv-per-005121,mx-sv-doc-002232,Testigo
mx-sv-per-005122,mx-sv-doc-002232,Testigo
mx-sv-per-005119,mx-sv-doc-002232,Dueña Anterior
mx-sv-per-005118,mx-sv-doc-002232,comprador
mx-sv-per-005117,mx-sv-doc-002232,Vendedor
mx-sv-per-005933,mx-sv-doc-002368,Testigo
mx-sv-per-005934,mx-sv-doc-002368,Testigo
mx-sv-per-005932,mx-sv-doc-002368,Testigo
mx-sv-per-005931,mx-sv-doc-002368,comprador
mx-sv-per-005930,mx-sv-doc-002368,comprador
mx-sv-per-005929,mx-sv-doc-002368,Vendedor
mx-sv-per-005984,mx-sv-doc-002375,Testigo
mx-sv-per-005982,mx-sv-doc-002375,Testigo
mx-sv-per-005983,mx-sv-doc-002375,Testigo
mx-sv-per-005981,mx-sv-doc-002375,comprador
mx-sv-per-005980,mx-sv-doc-002375,Vendedor
mx-sv-per-005356,mx-sv-doc-002272,Testigo
mx-sv-per-005357,mx-sv-doc-002272,Testigo
mx-sv-per-005358,mx-sv-doc-002272,Testigo
mx-sv-per-005355,mx-sv-doc-002272,comprador
